,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,FAVPELOSI,HEALTHCARE18,IMPEACH18,MUELLERAPP,RUSSIA18,TRUMPIMM,RELIGN18,RACEFACTOR,ISSUE18,RACE18
14158,58035,The Democratic candidate,The Democratic candidate,Male,,65 or over,White 60+,2,Never attended college,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,East,Rural,Other,Version 2,1.85120165348053,White men,White,New Hampshire,Favorable,Major changes,Yes,Approve,Justified,Not tough enough,Protestant,Whites are favored over minorities,Health care,Very important
14162,58042,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,Latino 18-29,21,Associate's degree (AA or AS),Yes,Latino Independent,Independent,Independent Men,Moderate,Moderate Independents,Hispanic/Latino,South,Suburbs,Other,Version 2,0.9510773420333859,Latino men,Non-white,Florida,Favorable,Major changes,No,Disapprove,Justified,Too tough,Other Christian,Whites are favored over minorities,The economy,Very important
14165,58054,The Democratic candidate,The Republican candidate,Male,The Republican candidate,30-39,Black 30-44,22,Attended college but received no degree,No,Black Independent,Independent,Independent Men,Moderate,Moderate Independents,Black,South,"Cities 50,000-500,000",Other,Version 2,0.7705147266387941,Black men,Non-white,Florida,Unfavorable,Major changes,No,Approve,Politically motivated,About right,None,Minorities are favored over whites,Immigration,Not at all important
14168,58060,The Republican candidate,The Republican candidate,Female,,65 or over,White 60+,2,Never attended college,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Rural,Other,Version 2,1.67870879173279,White women,White,New Hampshire,Omit,Major changes,No,Omit,Politically motivated,Not tough enough,Other Christian,Minorities are favored over whites,Health care,Not at all important
14173,58085,The Democratic candidate,,Female,,25-29,White 18-29,6,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,South,"Cities 50,000-500,000",Other,Version 2,0.0500510595738888,White women,White, North Carolina,Unfavorable,Major changes,Yes,Approve,Politically motivated,Too tough,None,Whites are favored over minorities,Health care,Very important
14174,58086,The Democratic candidate,,Female,,25-29,White 18-29,6,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,South,"Cities 50,000-500,000",Other,Version 2,0.0500510595738888,White women,White, North Carolina,Unfavorable,Major changes,Yes,Approve,Politically motivated,Too tough,None,Whites are favored over minorities,Health care,Very important
14175,58090,The Republican candidate,The Republican candidate,Female,The Republican candidate,65 or over,White 60+,22,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,South,"Cities 50,000-500,000",Other,Version 2,2.24815988540649,White women,White,Florida,Unfavorable,Major changes,Yes,Disapprove,Justified,Too tough,Catholic,No group is favored,Health care,Not too important
14179,58103,The Democratic candidate,Other,Female,Other,30-39,White 30-44,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,"Cities 10,000-50,000",Other,Version 2,0.0819308683276176,White women,White, Vermont,Omit,Major changes,No,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
14186,58124,The Republican candidate,The Republican candidate,Female,,40-44,White 30-44,2,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Rural,Other,Version 2,0.467221468687058,White women,White,New Hampshire,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Protestant,Omit,The economy,Not at all important
14187,58125,The Democratic candidate,,Female,,50-59,White 45-59,1,Never attended college,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,South,Rural,Other,Version 2,1.5899690389633199,White women,White,Kentucky,Unfavorable,Major changes,Yes,Disapprove,Politically motivated,Not tough enough,Other,Minorities are favored over whites,Immigration,Very important
14192,58150,The Republican candidate,,Male,The Republican candidate,50-59,White 45-59,1,Never attended college,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,Midwest,Suburbs,White suburban men,Version 2,0.7607787847518921,White men,White,Indiana,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Other Christian,Minorities are favored over whites,Immigration,Not at all important
14202,58177,The Democratic candidate,The Democratic candidate,Female,The Republican candidate,50-59,Black 45-59,6,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,0.560231387615204,Black women,Non-white,Florida,Omit,Minor changes,Yes,Omit,Politically motivated,Too tough,Other,Whites are favored over minorities,Omit,Very important
14207,58198,The Republican candidate,,Male,The Republican candidate,60-64,White 60+,1,Never attended college,No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,Midwest,Suburbs,White suburban men,Version 2,1.3523863554000901,White men,White,Indiana,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Other Christian,No group is favored,Immigration,Not at all important
14214,58228,The Democratic candidate,,Male,The Democratic candidate,50-59,Black 45-59,6,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,0.29642459750175504,Black men,Non-white, Virginia,Favorable,Major changes,Yes,Approve,Justified,About right,None,Whites are favored over minorities,Health care,Very important
14215,58229,The Republican candidate,The Republican candidate,Male,The Republican candidate,40-44,White 30-44,1,Associate's degree (AA or AS),No,White Independent,Something else,Independent Men,Moderate,Moderate Independents,White,East,Rural,Other,Version 2,0.0981001034379005,White men,White, Vermont,Unfavorable,Minor changes,No,Approve,Politically motivated,About right,Other Christian,No group is favored,Immigration,Somewhat important
14220,58246,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,White 45-59,22,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 2,0.9563826918601991,White women,White,Florida,Omit,Major changes,Yes,Omit,Politically motivated,Too tough,Other Christian,Whites are favored over minorities,Gun policy,Somewhat important
14224,58259,The Democratic candidate,,Male,The Democratic candidate,65 or over,Black 60+,6,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Black,South,Suburbs,Other,Version 2,0.5283659100532531,Black men,Non-white, Virginia,Favorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
14228,58268,The Republican candidate,The Republican candidate,Female,The Republican candidate,65 or over,White 60+,11,Never attended college,No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,South,Suburbs,White suburban women,Version 2,2.9788119792938197,White women,White,Florida,Unfavorable,Major changes,No,Approve,Justified,About right,Catholic,No group is favored,Immigration,Somewhat important
14236,58296,The Republican candidate,The Republican candidate,Male,,18-24,White 18-29,2,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Rural,Other,Version 2,0.451725363731384,White men,White,New Hampshire,Unfavorable,Minor changes,No,Disapprove,Politically motivated,About right,Catholic,Minorities are favored over whites,Immigration,Not at all important
14245,58321,The Democratic candidate,,Female,The Democratic candidate,30-39,Black 30-44,6,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,South,Suburbs,Other,Version 2,0.252125382423401,Black women,Non-white, Virginia,Favorable,Major changes,Yes,Approve,Justified,Too tough,Other Christian,Whites are favored over minorities,Health care,Very important
14251,58343,The Democratic candidate,,Male,The Democratic candidate,30-39,White 30-44,1,Attended college but received no degree,No,White Independent,Something else,Independent Men,Liberal,Liberal Independents,White,South,Suburbs,White suburban men,Version 2,0.488392502069473,White men,White, Virginia,Unfavorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Gun policy,Very important
14256,58356,The Democratic candidate,The Democratic candidate,Female,,30-39,White 30-44,3,Associate's degree (AA or AS),No,White Independent,Something else,Independent Women,Liberal,Liberal Independents,White,South,Suburbs,White suburban women,Version 2,1.1084898710250901,White women,White, Georgia,Favorable,Major changes,Yes,Approve,Justified,Too tough,Other,Whites are favored over minorities,Health care,Very important
14257,58358,The Democratic candidate,,Female,The Democratic candidate,30-39,White 30-44,6,Never attended college,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,Suburbs,White suburban women,Version 2,0.36792981624603294,White women,White, Virginia,Unfavorable,Major changes,Yes,Disapprove,Justified,Too tough,Other,Whites are favored over minorities,Health care,Very important
14260,58366,The Democratic candidate,The Democratic candidate,Female,Other,30-39,White 30-44,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,"Cities 10,000-50,000",Other,Version 2,0.0819308683276176,White women,White, Vermont,Unfavorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Immigration,Very important
14262,58372,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,12,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,South,Suburbs,White suburban women,Version 2,1.26720702648163,White women,White,Florida,Unfavorable,Major changes,No,Disapprove,Justified,Too tough,Other Christian,No group is favored,Health care,Very important
14267,58393,The Republican candidate,The Democratic candidate,Male,The Republican candidate,40-44,Latino 30-44,3,Associate's degree (AA or AS),Yes,Latino Independent,Something else,Independent Men,Moderate,Moderate Independents,Hispanic/Latino,South,"Cities 50,000-500,000",Other,Version 2,1.2280050516128502,Latino men,Non-white,Florida,Unfavorable,Major changes,No,Approve,Politically motivated,About right,Other Christian,No group is favored,Health care,Very important
14273,58405,The Republican candidate,The Democratic candidate,Female,The Republican candidate,30-39,White 30-44,6,Never attended college,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,South,Suburbs,White suburban women,Version 2,1.0781788825988798,White women,White,Florida,Unfavorable,Minor changes,No,Disapprove,Justified,About right,None,No group is favored,Immigration,Somewhat important
14275,58410,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,White 45-59,22,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,South,"Cities 50,000-500,000",Other,Version 2,1.12442207336426,White men,White,Florida,Favorable,Major changes,Yes,Disapprove,Justified,Too tough,Catholic,Whites are favored over minorities,Health care,Very important
