ID,SENIN18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRAUNLIB,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,DONNELLYLIB,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBRAUN,FAVDEM2,FAVDONNELLY,FAVMCONL,FAVPARTY,FAVPELOSI,FAVPENCE,FAVREP2,FAVSENIN18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVIN18,KAVIN18A,KAVIN18B,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN_1,TIME18SENMONTH_1,TIME18SENWEEK_1,TIME18SEN_2,TRADE18,TRADEBRAUN,TRADEDONNELLY,TRADEIN18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VETVOTER,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2
31858,Mike Braun,Overturn it,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,About right,No,Call 1,6,The Republican Party, ,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates, , , ,Unfavorable, ,Unfavorable,Favorable, , , , , ,5,Yes, ,The Republican Party, , , , , , , ,Gun policy,An important factor,Important,A factor,No, , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,19,Independent/Something else,Conservative Republicans,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,Rural,Small Cities/Rural,Indiana,Other, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Strongly approve, ,Version 3,No, ,.794059813022614, ,All others, , 
31868,Mike Braun,Overturn it,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, , ,Call 1,8,The Republican Party, , ,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates, , , , , , , , , , , ,No,5, , , , , , , , , , , , , , ,No, , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,105,Independent/Something else,Conservative Republicans,White,White,National questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Somewhat approve, ,Version 1,No,Donald Trump,1.72046291828156, , , , 
31871,Mike Braun,Overturn it,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,About right,No,Call 1,4,The Republican Party, ,Too liberal,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates, , , ,Unfavorable, ,Unfavorable,Favorable, , , , , ,2,No, ,The Republican Party, , , , , , , ,Immigration,An important factor,Important,A factor,No, , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,7,Independent/Something else,Conservative Republicans,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,Suburbs,Suburbs,Indiana,White suburban men, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Strongly approve, ,Version 3,No, ,.862824320793152, ,All others, , 
31888,Joe Donnelly,Overturn it,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete, , ,Call 1,1,The Democratic Party, , ,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites, , , , , , , , , , , ,Yes,1, , , , , , , , , , , , , , ,Yes, , , ,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,51,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,National questionnaire, ,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest, ,The Democratic candidate,Female,Latino women, , , ,Suburbs,Suburbs,Indiana,Other, ,Election day exit poll, , , , , , , , ,Strongly or somewhat disapprove,Strongly disapprove, ,Version 1,No,Hillary Clinton,.653302073478699, , , , 
31924,Mike Braun,Overturn it,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,About right,No,Call 1,3,The Republican Party, ,Too liberal,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates, , , ,Favorable, ,Unfavorable,Favorable, , , , , ,2,Yes, ,The Democratic Party, , , , , , , ,Health care,Not a factor at all,Not important,Not a factor,No, , , ,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,115,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Female,White women, , , ,Suburbs,Suburbs,Indiana,White suburban women, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Somewhat approve, ,Version 3,No, ,.653468310832977, ,All others, , 
31984,Mike Braun,Overturn it,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,About right,No,Call 1,6,The Republican Party, ,Too liberal,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates, , , ,Favorable, ,Unfavorable,Favorable, , , , , ,5,Yes, ,The Republican Party, , , , , , , ,The economy,An important factor,Important,A factor,No, , , ,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,19,Independent/Something else,Conservative Republicans,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,Rural,Small Cities/Rural,Indiana,Other, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Strongly approve, ,Version 3,No, ,1.10763120651245, ,All others, , 
32004,Mike Braun,Overturn it,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , ,Call 1,3,The Republican Party, , ,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates, , , , , , , , , , , ,No,2, , , , , , , , , , , , , , ,No, , , ,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,98,Independent/Something else,Conservative Republicans,White,White,National questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Female,White women, , , ,Rural,Small Cities/Rural,Indiana,Other, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Strongly approve, ,Version 1,No,Donald Trump,1.3053731918335, , , , 
32014,Joe Donnelly,Overturn it,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Too conservative,Yes,Call 1,5,The Democratic Party, ,About right,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites, , , ,Unfavorable, ,Favorable,Unfavorable, , , , , ,4,No, ,The Democratic Party, , , , , , , ,The economy,A minor factor,Not important,A factor,No, , , ,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,Independent Women,All others,Conservative,31,Moderate/Liberal Republicans,Conservative Independents,Black,Black,State questionnaire, ,Black,Non-white,Black,Midwest, ,The Democratic candidate,Female,Black women, , , ,Suburbs,Suburbs,Indiana,Other, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Somewhat approve, ,Version 3,No, ,.337974488735199, ,All others, , 
32033,Mike Braun,Overturn it,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,About right,Yes,Call 1,4,The Republican Party, ,Too liberal,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates, , , ,Favorable, ,Unfavorable,Favorable, , , , , ,2,No, ,The Republican Party, , , , , , , ,The economy,A minor factor,Not important,A factor,No, , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,7,Independent/Something else,Conservative Republicans,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,Suburbs,Suburbs,Indiana,White suburban men, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Somewhat approve, ,Version 3,No, ,.618557929992676, ,White Born-again/Evangelical Christians, , 
32045,Mike Braun,Overturn it,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,About right,Yes,Call 1,9,The Republican Party, ,Too liberal,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates, , , ,Favorable, ,Unfavorable,Favorable, , , , , ,4,Yes, ,The Republican Party, , , , , , , ,Health care,A minor factor,Not important,A factor,No, , , ,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican, ,38, , ,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,Suburbs,Suburbs,Indiana,White suburban men, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Somewhat approve, ,Version 3,No, ,1.29695820808411, ,White Born-again/Evangelical Christians, , 
32081,Mike Braun,Overturn it,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,About right,No,Call 1,4,The Republican Party, ,Too liberal,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates, , , ,Favorable, ,Unfavorable,Favorable, , , , , ,2,Yes, ,The Republican Party, , , , , , , ,The economy,An important factor,Important,A factor,No, , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,7,Independent/Something else,Conservative Republicans,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,Suburbs,Suburbs,Indiana,White suburban men, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Strongly approve, ,Version 3,No, ,.718406856060028, ,All others, , 
32114,Mike Braun,Overturn it,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,About right,Yes,Call 1,6,The Republican Party, ,Too liberal,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates, , , ,Favorable, ,Unfavorable,Favorable, , , , , ,2,Yes, ,The Republican Party, , , , , , , ,The economy,A minor factor,Not important,A factor,No, , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,15,Independent/Something else,Conservative Republicans,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Female,White women, , , ,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Somewhat approve, ,Version 3,No, ,.565139412879944, ,White Born-again/Evangelical Christians, , 
32119,Mike Braun,Overturn it,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,About right,Yes,Call 1,9,The Republican Party, ,Too liberal,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates, , , ,Unfavorable, ,Unfavorable,Favorable, , , , , ,4,Yes, ,The Republican Party, , , , , , , ,Immigration,An important factor,Important,A factor,No, , , ,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Conservative,38,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,Suburbs,Suburbs,Indiana,White suburban men, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Strongly approve, ,Version 3,No, ,1.70674216747284, ,White Born-again/Evangelical Christians, , 
32175,Mike Braun,Overturn it,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,About right,No,Call 1,6,The Republican Party, ,Too liberal,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates, , , ,Unfavorable, ,Unfavorable,Favorable, , , , , ,2,Yes, ,The Republican Party, , , , , , , ,Immigration,An important factor,Important,A factor,No, , , ,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,14,Independent/Something else,Conservative Republicans,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,Suburbs,Suburbs,Indiana,White suburban men, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Strongly approve, ,Version 3,Yes, ,.931643307209015, ,All others, , 
32260,Joe Donnelly,Overturn it,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,White 30-44,Complete,Too conservative,No,Call 1,5,The Republican Party, ,About right,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites, , , ,Favorable, ,Unfavorable,Favorable, , , , , ,4,Yes, ,The Democratic Party, , , , , , , ,Health care,An important factor,Important,A factor,Yes, , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,24,Independent/Something else,Conservative Republicans,Other,White,State questionnaire, ,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest, ,The Democratic candidate,Male,Latino men, , , ,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other, ,Election day exit poll, , , , , , , , ,Strongly or somewhat disapprove,Somewhat disapprove, ,Version 3,No, ,.578802824020386, ,All others, , 
32379,Mike Braun,Overturn it,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,About right,Yes,Call 1,4,The Republican Party, ,Too liberal,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates, , , ,Omit, ,Unfavorable,Favorable, , , , , ,2,Yes, ,The Democratic Party, , , , , , , ,The economy,The most important factor,Important,A factor,No, , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,7,Independent/Something else,Conservative Republicans,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,Suburbs,Suburbs,Indiana,White suburban men, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Somewhat approve, ,Version 3,No, ,.862824320793152, ,White Born-again/Evangelical Christians, , 
32406,Mike Braun,Overturn it,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Too conservative,No,Call 1,5,The Republican Party, ,Too liberal,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates, , , ,Favorable, ,Unfavorable,Favorable, , , , , ,4,Yes, ,The Republican Party, , , , , , , ,Immigration,An important factor,Important,A factor,No, , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,31,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Female,White women, , , ,Suburbs,Suburbs,Indiana,White suburban women, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Somewhat approve, ,Version 3,No, ,.695038735866547, ,All others, , 
32419,Mike Braun,Overturn it,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,About right,No,Call 1,5,The Republican Party, ,Too liberal,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates, , , ,Unfavorable, ,Unfavorable,Favorable, , , , , ,3,Yes, ,The Republican Party, , , , , , , ,The economy,A minor factor,Not important,A factor,No, , , ,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,78,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,"Cities over 500,000","Cities over 50,000",Indiana,Other, ,Election day exit poll, , , , , , , , ,Strongly or somewhat approve,Strongly approve, ,Version 3,No, ,1.05390751361847, ,All others, , 
