,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,TRACK,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPH,INCOME18GEN,INCWHITE,LGBT,NEC,TAXCUTS18,TRADE18,UNITED18
16429,63884,The Republican candidate,,Female,The Republican candidate,60-64,White 60+,4,Never attended college,No,White Independent,Something else,Independent Women,Conservative,Conservative Independents,White,Midwest,Rural,Other,Version 4,0.908625423908234,White women,White,Missouri,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Excellent,Helped,Helped,Becoming more divided
16437,63905,The Republican candidate,,Male,The Republican candidate,60-64,White 60+,5,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Suburbs,White suburban men,Version 4,1.5715186595916701,White men,White,New Jersey,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,About the same,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Excellent,Helped,Helped,Becoming more divided
16450,63947,The Republican candidate,The Republican candidate,Female,The Republican candidate,45-49,White 45-59,2,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Suburbs,White suburban women,Version 4,0.21921764314174697,White women,White,Maine,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Excellent,Helped,Helped,Becoming more divided
16455,63957,The Democratic candidate,The Republican candidate,Male,The Republican candidate,25-29,Latino 18-29,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,Latino Independent,Independent,Independent Men,Moderate,Moderate Independents,Hispanic/Latino,East,Suburbs,Other,Version 4,0.400829434394836,Latino men,Non-white,Connecticut,Generally going in the right direction,Unfavorable,Neither party,Unfavorable,About the same,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and non white",No,Good,No impact,No impact,Becoming more divided
16456,63968,The Republican candidate,,Female,The Republican candidate,45-49,White 45-59,5,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Suburbs,White suburban women,Version 4,0.8310512900352479,White women,White,New Jersey,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,"$100,000-$199,999","Over $50,000 and white",No,Good,No impact,No impact,Becoming more divided
16462,63982,The Democratic candidate,,Female,The Democratic candidate,30-39,Black 30-44,2,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Black,South,Rural,Other,Version 4,0.253231346607208,Black women,Non-white, Mississippi,Generally going in the right direction,Unfavorable,Neither party,Unfavorable,About the same,To express opposition to Donald Trump,"Under $30,000","Under $50,000 and non white",No,Not so good,No impact,No impact,Becoming more divided
16474,64006,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,5,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 4,0.6357914209365839,White women,White,Connecticut,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,"$30,000-$49,999","Under $50,000 and white",No,Good,Helped,No impact,Becoming more divided
16482,64037,The Democratic candidate,,Male,The Democratic candidate,30-39,White 30-44,5,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,East,Suburbs,White suburban men,Version 4,0.74143648147583,White men,White,New Jersey,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"Under $30,000","Under $50,000 and white",No,Not so good,No impact,No impact,Becoming more divided
16488,64047,The Republican candidate,The Republican candidate,Female,,50-59,White 45-59,4,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,South,Rural,Other,Version 4,0.199764788150787,White women,White,Arkansas,Seriously off on the wrong track,Unfavorable,Only Republican Party,Favorable,About the same,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Good,Hurt,Omit,Staying about the same
16490,64051,Other,The Democratic candidate,Male,The Democratic candidate,60-64,White 60+,8,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Something else,Independent Men,Liberal,Liberal Independents,White,East,"Cities over 500,000",Other,Version 4,4.86103963851929,White men,White,Massachusetts,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$100,000-$199,999","Over $50,000 and white",No,Poor,No impact,Hurt,Becoming more divided
16491,64057,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,Black 30-44,18,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,East,"Cities 50,000-500,000",Other,Version 4,0.283468723297119,Black women,Non-white,Pennsylvania,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,"Under $30,000","Under $50,000 and non white",No,Poor,Hurt,Hurt,Becoming more divided
16493,64068,The Republican candidate,The Republican candidate,Male,The Republican candidate,60-64,White 60+,1,Associate's degree (AA or AS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,South,Suburbs,White suburban men,Version 4,2.04806113243103,White men,White,Florida,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,About the same,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Good,No impact,No impact,Becoming more united
16494,64069,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,45-49,White 45-59,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,East,Suburbs,White suburban men,Version 4,0.511202394962311,White men,White,Connecticut,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,$200.000 or more,"Over $50,000 and white",No,Good,Helped,Hurt,Becoming more divided
16495,64070,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,Black 18-29,3,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,East,"Cities over 500,000",Other,Version 4,0.24514564871788,Black women,Non-white,Pennsylvania,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$30,000-$49,999","Under $50,000 and non white",No,Good,Hurt,Hurt,Becoming more divided
16513,64119,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,60-64,White 60+,18,Never attended college,No,White Democrat,Democrat,Democratic Men,Conservative,Mod/Conserv. Democrats,White,East,"Cities 50,000-500,000",Other,Version 4,0.474163264036179,White men,White,Pennsylvania,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and white",No,Good,No impact,No impact,Staying about the same
16514,64120,The Republican candidate,The Republican candidate,Male,,45-49,White 45-59,14,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 4,0.816481351852417,White men,White, Illinois,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,$200.000 or more,"Over $50,000 and white",No,Excellent,Helped,No impact,Staying about the same
16517,64133,The Democratic candidate,The Democratic candidate,Male,,30-39,Black 30-44,6,Attended college but received no degree,No,Black Independent,Independent,Independent Men,Moderate,Moderate Independents,Black,South,Suburbs,Other,Version 4,0.29651036858558694,Black men,Non-white,Alabama,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and non white",No,Not so good,No impact,No impact,Becoming more divided
16518,64137,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,"Cities 50,000-500,000",Other,Version 4,0.60095351934433,White women,White,Connecticut,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$30,000-$49,999","Under $50,000 and white",No,Good,No impact,Hurt,Becoming more divided
16521,64141,The Democratic candidate,,Male,The Democratic candidate,30-39,White 30-44,1,Never attended college,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,East,Suburbs,White suburban men,Version 4,0.18401364982128102,White men,White,Delaware,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and white",Yes,Not so good,Hurt,No impact,Becoming more divided
16522,64145,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,White 30-44,8,Never attended college,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,Midwest,Suburbs,White suburban men,Version 4,0.413451015949249,White men,White,Wisconsin,Generally going in the right direction,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and white",No,Good,No impact,No impact,Becoming more divided
16524,64149,The Democratic candidate,The Democratic candidate,Female,,40-44,All others,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,American Indian,South,Suburbs,Other,Version 4,0.40068909525871294,All other races,Non-white,Oklahoma,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,"$100,000-$199,999","Over $50,000 and non white",No,Good,No impact,No impact,Becoming more divided
16527,64157,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,Black 18-29,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,Black Independent,Independent,Independent Women,Moderate,Moderate Independents,Black,East,Suburbs,Other,Version 4,0.555377244949341,Black women,Non-white, Maryland,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and non white",Yes,Not so good,No impact,Hurt,Becoming more divided
16530,64165,The Democratic candidate,,Male,The Democratic candidate,40-44,Black 30-44,2,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Men,Conservative,Mod/Conserv. Democrats,Black,South,Rural,Other,Version 4,0.29772487282753,Black men,Non-white, Mississippi,Generally going in the right direction,Unfavorable,Neither party,Unfavorable,About the same,To express opposition to Donald Trump,"$30,000-$49,999","Under $50,000 and non white",No,Not so good,No impact,No impact,Becoming more divided
16541,64200,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,Black 30-44,3,Never attended college,No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,East,"Cities over 500,000",Other,Version 4,0.31264930963516196,Black women,Non-white,Pennsylvania,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,Better,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and non white",No,Good,No impact,Hurt,Becoming more divided
